,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Smoking,Alcohol,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Punctuality,Lying,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Internet usage,Finances,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Height,Weight,Number of siblings,Gender,Left - right handed,Education,Only child,Village - town,House - block of flats
590,5,3,3,2,3,3,4,3,5,4,3,1,4,4,5,3,4,1,2,5,4,4,4,2,5,4,4,2,3,2,4,4,4,3,5,5,4,4,4,4,4,4,2,4,2,3,3,4,3,4,5,1,1,2,4,2,1,2,5,3,5,3,4,2,2,1,2,1,1,1,3,4,2,never smoked,drink a lot,2,3,2,4,4,4,1,3,4,2,4,3,2,5,4,5,5,4,3,4,2,3,4,4,3,2,3,2,1,3,2,3,i am often running late,sometimes,2,2,3,3,3,4,4,3,5,3,2,2,5,1,4,3,3,3,3,4,4,4,2,few hours a day,2,4,2,4,3,4,4,28,182,88,1,male,right handed,masters degree,no,city,block of flats
591,4,3,3,3,2,1,5,4,1,1,1,4,2,4,2,2,5,1,2,3,1,1,5,2,4,2,3,4,5,2,4,3,5,4,1,2,3,1,5,2,2,3,5,5,3,4,4,3,2,5,5,2,4,3,5,1,2,4,4,5,3,4,3,5,1,5,1,1,4,2,3,3,3,current smoker,social drinker,3,3,3,5,4,5,3,5,4,3,3,3,1,2,3,5,2,5,1,5,1,5,3,3,1,3,2,2,3,4,2,3,i am often early,sometimes,3,4,3,4,3,4,4,5,5,1,4,4,3,3,5,5,3,3,3,3,5,3,4,few hours a day,4,4,4,1,3,5,4,20,160,55,1,female,right handed,college/bachelor degree,no,city,block of flats
592,5,3,3,3,1,3,3,4,1,1,1,4,2,2,2,2,5,4,1,4,1,4,5,5,3,3,5,1,3,1,1,3,5,5,1,1,4,3,5,3,1,1,3,5,5,3,5,3,1,4,5,1,1,1,1,1,4,5,5,5,5,3,5,1,1,2,5,1,5,5,3,3,2,tried smoking,never,3,3,3,5,3,3,5,5,5,1,3,3,1,3,3,4,3,5,3,5,1,1,5,5,3,5,5,4,4,4,3,3,i am always on time,sometimes,3,3,3,4,3,3,4,3,3,3,5,3,3,4,3,5,2,3,1,5,3,4,3,few hours a day,3,4,4,3,5,5,4,19,170,65,0,female,right handed,secondary school,yes,city,block of flats
593,5,3,2,3,1,4,3,2,5,3,2,2,4,3,3,4,4,1,2,4,4,4,5,3,1,3,4,3,4,1,2,2,4,1,1,2,1,1,1,5,5,4,3,3,5,1,2,2,1,5,3,3,1,5,2,2,1,2,3,3,5,3,5,2,2,2,3,2,1,1,1,2,2,tried smoking,social drinker,3,2,3,3,3,2,1,4,4,2,3,3,1,1,4,4,3,4,1,3,1,3,5,5,2,4,2,3,2,3,3,3,i am often early,sometimes,3,4,2,3,3,3,3,4,5,2,2,4,5,4,4,4,2,3,2,3,3,3,2,less than an hour a day,4,1,1,2,2,1,3,21,172,52,1,female,right handed,secondary school,no,city,block of flats
594,5,3,2,3,1,5,1,3,4,1,4,2,2,4,1,5,1,1,3,4,2,3,2,3,3,3,3,3,4,1,2,5,4,2,2,2,4,3,1,2,2,5,3,5,1,1,2,4,2,4,1,5,1,1,3,1,1,3,3,4,5,4,1,3,2,2,2,1,3,2,5,5,1,current smoker,never,4,2,1,1,5,4,1,3,4,5,5,2,1,5,3,1,5,3,1,3,1,5,5,5,5,1,3,1,2,3,1,4,i am often running late,sometimes,2,3,4,4,4,4,3,3,4,4,5,1,4,2,3,3,1,4,4,5,5,1,1,few hours a day,2,2,4,4,4,2,5,23,189,87,1,male,right handed,college/bachelor degree,no,city,block of flats
595,5,5,1,1,1,1,3,1,4,4,5,1,4,1,2,1,1,1,1,5,5,3,5,1,4,5,3,4,2,1,3,4,5,1,1,1,1,2,1,3,1,4,3,4,5,1,2,1,5,5,1,1,3,2,4,1,1,1,1,1,3,5,5,2,1,1,5,1,1,1,1,3,5,current smoker,drink a lot,1,1,1,1,1,5,1,4,1,5,1,3,3,5,1,1,5,5,1,4,1,1,1,5,5,3,2,1,4,3,1,2,i am often early,everytime it suits me,2,5,5,3,2,3,4,1,4,5,1,5,1,1,1,1,4,3,1,5,4,2,2,most of the day,1,2,1,2,1,1,1,17,168,67,1,male,right handed,primary school,yes,village,house/bungalow
596,5,3,4,1,1,2,1,4,3,1,1,4,4,2,2,2,2,5,1,3,4,4,4,4,4,3,4,4,4,2,4,2,4,1,1,2,5,5,2,2,2,1,5,1,1,2,2,2,1,5,1,1,1,3,2,2,1,1,4,1,4,4,4,1,1,1,1,1,1,1,2,2,4,current smoker,drink a lot,2,2,4,2,3,3,1,4,4,3,5,5,2,5,3,1,2,3,2,2,2,4,3,3,5,5,3,3,3,3,3,3,i am always on time,only to avoid hurting someone,3,3,3,3,3,2,3,4,4,1,2,5,4,3,4,2,4,2,1,4,3,3,4,few hours a day,4,3,5,3,5,4,5,20,179,60,0,male,right handed,primary school,no,city,block of flats
597,5,4,4,2,2,2,2,5,5,2,3,4,2,2,4,3,3,3,2,5,4,4,5,3,3,3,4,5,2,2,5,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,4,2,2,5,2,2,1,5,5,2,2,2,2,2,5,5,2,3,1,2,2,1,4,4,3,4,5,tried smoking,social drinker,3,5,1,1,4,3,3,4,5,3,4,4,3,3,1,4,2,2,4,2,4,4,2,5,2,3,3,3,3,5,3,2,i am always on time,never,4,2,1,3,4,3,4,4,5,2,1,1,4,2,4,3,3,3,3,5,3,4,3,less than an hour a day,3,4,3,2,3,3,4,19,178,68,1,male,right handed,secondary school,no,city,block of flats
598,4,3,4,2,3,2,1,3,4,2,4,4,3,3,3,2,5,3,2,5,3,4,5,4,3,1,5,4,2,3,4,3,2,1,2,2,4,5,3,3,1,1,2,3,1,1,3,2,1,5,3,2,1,5,3,2,3,2,5,3,4,2,5,1,1,2,4,4,3,2,5,3,4,never smoked,never,3,2,3,2,3,4,1,4,5,4,5,4,2,2,3,1,4,3,1,4,3,3,5,5,4,5,3,4,1,2,1,4,i am often early,only to avoid hurting someone,4,2,3,3,2,3,2,3,4,2,3,1,3,2,4,4,4,3,1,1,3,3,5,few hours a day,5,3,2,2,2,5,4,19,170,80,1,male,left handed,secondary school,no,city,block of flats
599,5,4,5,3,4,2,2,5,4,3,3,4,4,2,4,4,2,3,1,5,4,5,5,3,4,5,5,5,5,3,5,4,3,3,4,2,4,4,5,2,2,1,3,3,2,2,4,2,3,4,3,2,2,5,4,1,3,3,2,2,5,4,2,3,1,2,4,2,2,2,3,3,3,never smoked,drink a lot,2,4,2,2,3,2,4,3,4,2,5,4,2,5,4,3,4,3,1,3,1,2,4,4,2,3,3,3,5,3,3,4,i am often running late,sometimes,3,3,4,4,3,3,4,4,3,2,3,3,4,2,5,4,3,3,3,4,4,4,4,few hours a day,2,3,4,4,3,3,3,19,184,84,1,male,right handed,secondary school,no,city,block of flats
600,5,3,2,1,1,5,3,4,4,4,3,5,5,2,2,4,1,4,1,5,1,1,4,4,1,4,5,5,4,2,2,2,5,3,1,1,5,1,2,4,2,5,3,2,2,2,3,3,1,2,3,1,1,5,3,2,5,3,2,4,5,2,5,3,3,4,2,5,3,1,1,3,2,current smoker,social drinker,3,3,1,2,3,4,1,5,4,4,4,3,2,1,5,1,3,4,1,5,1,5,4,4,4,5,2,1,5,3,3,4,i am often running late,sometimes,2,3,4,4,2,4,4,5,2,4,3,5,4,5,4,3,3,3,1,5,2,3,3,most of the day,3,4,2,4,2,2,4,18,171,54,0,female,right handed,secondary school,yes,city,block of flats
601,5,3,1,4,3,4,3,2,4,1,2,1,1,4,5,5,4,1,2,5,1,2,3,4,1,2,5,4,3,1,2,3,3,1,2,1,4,1,1,3,2,3,3,5,3,1,1,4,5,5,5,5,1,2,2,2,1,3,1,4,5,1,5,3,4,4,3,3,5,4,2,5,2,tried smoking,social drinker,3,2,1,2,2,3,4,3,4,3,5,3,2,1,4,3,3,4,2,4,1,3,5,4,3,2,2,3,5,3,2,5,i am often running late,sometimes,3,5,3,3,5,3,4,5,3,3,2,3,3,3,4,3,3,3,4,3,5,3,3,few hours a day,3,3,3,3,3,2,2,19,164,55,1,female,right handed,secondary school,no,village,block of flats
602,4,4,4,2,3,2,2,5,4,4,2,3,1,4,4,3,3,3,1,5,5,4,5,3,5,4,3,4,3,2,4,4,4,3,2,3,3,1,4,2,2,1,3,3,1,2,3,2,3,4,3,1,1,5,5,1,2,2,4,1,5,4,3,1,1,1,2,3,2,2,1,2,1,former smoker,drink a lot,1,3,1,2,4,2,1,4,5,2,5,4,5,2,4,3,3,5,1,4,2,1,5,4,2,5,1,1,5,3,1,5,i am often running late,everytime it suits me,3,4,2,5,5,3,4,3,3,1,4,2,3,1,5,5,5,4,3,3,4,3,2,few hours a day,5,3,1,1,1,1,3,22,182,71,1,male,right handed,secondary school,no,village,house/bungalow
603,5,4,3,2,2,3,4,4,4,2,2,5,3,4,2,4,4,4,2,5,2,2,5,4,2,2,4,4,4,2,3,3,2,2,2,1,5,2,5,2,1,1,4,4,1,2,2,3,2,4,3,1,1,3,5,2,4,4,4,2,5,3,3,2,3,4,4,3,4,4,4,2,2,former smoker,social drinker,3,5,4,3,3,2,2,4,4,2,4,4,2,2,4,4,2,2,1,4,3,5,5,4,3,4,2,2,2,3,2,3,i am often early,sometimes,2,4,4,4,3,4,4,3,3,4,4,2,3,3,4,4,3,4,3,2,3,4,2,few hours a day,3,4,3,4,2,2,3,21,168,60,1,female,right handed,secondary school,no,city,block of flats
604,5,3,3,2,2,1,3,4,4,1,5,4,4,2,2,5,2,1,1,5,5,5,5,5,4,1,5,5,4,2,4,5,5,1,1,1,5,3,3,2,1,5,1,3,3,3,4,5,3,3,4,2,3,5,5,1,3,5,4,3,5,3,5,2,3,5,4,5,5,3,3,5,5,current smoker,social drinker,4,3,3,3,3,3,4,5,4,5,3,5,3,1,3,1,3,3,1,5,2,3,5,5,5,5,4,5,5,3,2,3,i am always on time,only to avoid hurting someone,1,5,3,3,3,1,3,5,3,1,3,5,3,5,3,5,1,3,3,3,5,3,4,few hours a day,3,3,4,4,4,3,5,21,170,53,1,female,right handed,secondary school,no,city,block of flats
605,5,3,1,5,5,2,3,3,5,3,4,1,3,3,4,1,1,1,2,5,1,4,5,3,3,1,5,5,5,5,5,3,2,2,2,5,3,1,1,3,1,1,5,1,1,1,5,3,1,5,1,5,1,5,5,3,2,3,5,5,4,3,5,1,1,1,1,5,5,1,3,2,4,never smoked,social drinker,3,3,4,4,3,4,2,5,5,1,3,5,1,5,5,4,1,3,2,4,3,5,5,4,1,5,4,1,2,4,5,4,i am often early,only to avoid hurting someone,3,1,3,3,2,4,5,4,3,3,3,3,2,4,5,5,3,4,3,5,5,4,2,less than an hour a day,3,4,5,5,4,4,4,21,185,65,1,male,left handed,college/bachelor degree,no,village,house/bungalow
606,4,3,3,2,1,2,2,5,4,1,2,2,1,2,3,2,2,1,2,5,3,4,5,2,4,3,4,4,5,1,4,2,2,1,2,2,4,4,1,2,1,2,3,1,2,1,4,1,4,4,1,1,1,3,1,1,2,2,4,2,4,1,4,4,1,2,2,1,1,1,2,3,2,never smoked,never,2,2,3,3,2,4,5,4,5,2,4,4,3,1,5,3,4,5,3,3,5,2,5,5,4,3,3,3,4,3,2,3,i am always on time,only to avoid hurting someone,2,3,3,3,2,3,4,3,2,1,3,4,2,1,3,4,3,3,1,3,2,4,2,few hours a day,4,2,4,2,2,2,1,22,185,82,1,male,right handed,secondary school,no,village,house/bungalow
607,3,3,3,1,3,3,3,4,3,3,3,1,3,3,4,1,4,1,2,4,1,5,5,3,1,2,3,4,4,1,5,4,3,5,1,2,2,2,2,5,5,5,2,3,5,1,2,1,3,1,2,1,1,2,2,1,1,5,5,3,5,1,5,3,2,3,3,2,2,1,1,4,2,current smoker,drink a lot,3,5,2,4,3,5,4,5,4,1,2,1,1,1,5,5,5,4,3,5,4,2,5,3,2,3,2,2,3,4,2,3,i am always on time,sometimes,3,3,3,3,2,3,4,4,4,3,2,2,4,4,4,4,1,3,1,5,3,5,3,less than an hour a day,3,5,1,3,4,1,1,19,168,55,1,female,right handed,secondary school,no,city,block of flats
608,3,4,2,4,2,4,2,5,1,1,4,4,4,4,4,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,3,3,3,3,4,2,2,4,2,4,3,4,2,4,2,5,2,4,2,3,current smoker,drink a lot,4,5,3,2,2,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,5,1,5,5,1,5,5,5,1,5,4,4,i am always on time,only to avoid hurting someone,3,4,3,3,3,4,3,3,4,4,4,4,2,4,4,2,4,3,3,3,4,2,5,few hours a day,3,4,2,2,2,3,4,25,195,95,1,male,right handed,secondary school,no,city,house/bungalow
609,4,3,3,2,2,5,2,3,3,2,2,5,2,3,2,3,2,4,3,3,1,2,5,4,3,5,4,4,5,5,5,5,5,2,5,2,5,5,4,1,1,4,2,4,1,1,3,3,5,4,1,3,1,3,5,1,1,4,5,3,4,4,3,3,1,1,1,1,1,1,1,2,1,never smoked,social drinker,5,2,4,4,4,4,2,5,5,2,5,4,2,4,2,2,5,4,1,4,1,2,2,3,3,1,2,1,5,5,4,4,i am always on time,sometimes,3,5,2,5,4,3,2,4,5,3,3,1,3,3,5,5,3,4,3,4,5,4,4,few hours a day,4,1,3,1,2,2,5,18,188,73,2,male,right handed,currently a primary school pupil,no,city,block of flats
610,5,4,3,2,2,3,2,4,5,4,2,2,2,4,5,4,2,3,2,4,3,3,5,4,5,3,3,4,4,3,4,2,2,3,2,2,5,5,2,5,5,2,1,5,5,1,2,1,1,1,1,4,1,2,3,1,4,2,4,1,5,1,1,3,1,2,3,5,2,2,4,3,4,current smoker,social drinker,2,5,2,2,2,3,3,2,4,4,5,4,1,4,5,5,5,4,1,4,1,2,5,4,3,4,2,2,2,3,2,3,i am often running late,sometimes,3,2,3,4,2,3,4,2,3,4,2,4,4,1,2,3,3,3,3,5,3,2,3,few hours a day,3,3,2,3,2,2,2,20,183,83,1,male,right handed,secondary school,no,city,house/bungalow
611,5,3,3,2,1,1,1,5,3,1,1,3,2,1,2,1,1,3,1,5,4,4,5,4,4,3,4,4,2,1,3,3,5,3,3,1,5,3,5,5,1,2,1,4,2,3,3,1,1,3,3,1,1,4,1,1,4,5,4,3,5,3,5,1,4,4,3,4,4,3,2,3,3,tried smoking,social drinker,3,3,3,5,3,3,3,4,3,3,3,3,3,4,3,4,3,3,4,5,1,3,3,4,3,5,3,4,3,3,1,4,i am often early,everytime it suits me,3,2,4,5,3,3,2,4,3,4,4,5,4,5,4,4,3,3,2,4,3,3,3,most of the day,2,5,4,4,5,5,3,18,168,57,0,female,right handed,secondary school,yes,city,block of flats
612,5,3,5,1,1,3,2,3,4,3,3,4,4,3,2,3,5,5,3,3,4,4,4,4,3,5,5,5,5,5,5,4,3,4,3,4,5,5,3,2,2,2,2,3,2,2,3,2,1,2,1,5,1,2,2,1,3,3,2,2,4,1,2,1,3,3,3,3,3,3,3,3,1,current smoker,social drinker,3,2,3,2,3,2,3,4,3,2,4,3,3,4,3,4,3,4,3,3,4,2,3,2,1,3,2,4,1,4,2,3,i am always on time,only to avoid hurting someone,2,3,2,5,5,5,4,4,4,5,3,4,5,3,4,5,4,4,3,2,5,4,4,most of the day,3,3,5,5,5,5,5,23,172,110,2,male,right handed,secondary school,no,village,block of flats
613,5,2,3,2,2,2,1,3,4,3,1,5,2,4,3,4,4,3,1,5,4,2,4,3,2,3,4,5,2,1,3,4,5,2,1,1,4,3,2,2,1,4,2,3,1,2,3,4,1,2,2,4,2,5,3,1,2,4,2,3,5,3,5,4,2,4,4,5,5,4,3,2,4,former smoker,drink a lot,4,3,2,5,3,3,3,4,4,4,3,2,4,4,3,3,5,5,2,5,5,2,5,5,4,5,3,4,2,2,1,2,i am always on time,sometimes,2,2,5,5,3,2,3,4,4,5,4,5,3,2,4,4,3,3,3,4,3,4,3,most of the day,2,3,4,4,4,3,4,18,162,58,1,female,right handed,secondary school,no,city,block of flats
614,5,3,4,1,1,3,2,4,4,1,1,1,4,5,3,1,2,5,1,5,1,3,5,5,4,1,5,5,4,1,4,3,5,4,1,1,3,1,1,3,1,4,3,4,1,1,3,4,1,5,3,1,1,2,5,5,2,5,5,4,5,3,5,5,3,1,5,1,5,1,5,1,1,current smoker,social drinker,4,3,5,5,5,3,1,5,5,1,5,3,1,5,3,5,3,5,1,5,1,1,4,5,3,3,5,1,3,3,1,3,i am often early,sometimes,2,5,5,5,5,3,3,5,4,5,3,1,2,2,4,5,1,4,5,2,5,2,1,few hours a day,5,5,5,5,4,4,5,22,164,64,1,female,right handed,secondary school,no,village,house/bungalow
615,5,3,3,3,1,5,4,4,5,2,3,2,2,5,3,5,3,3,2,5,2,3,3,3,5,2,4,3,4,2,4,2,4,2,2,3,2,1,1,2,2,3,3,5,3,1,2,2,5,4,1,5,3,5,2,2,1,2,4,3,4,2,2,2,1,1,2,1,1,1,1,3,1,tried smoking,social drinker,3,3,3,3,5,4,1,3,3,2,4,2,1,4,3,5,4,3,1,4,1,2,3,5,3,2,3,2,3,3,2,3,i am often running late,sometimes,3,3,4,3,3,3,4,3,4,3,3,3,4,2,4,3,4,3,3,5,5,4,1,few hours a day,1,2,3,5,2,2,5,20,175,70,0,male,right handed,secondary school,yes,city,block of flats
616,3,3,4,1,5,4,1,3,5,3,2,1,4,3,5,1,4,4,1,5,5,5,5,1,4,5,4,4,5,2,5,4,4,2,3,4,5,5,1,5,5,1,4,2,5,2,5,1,1,1,1,2,1,5,4,1,1,2,5,1,5,3,4,1,1,1,1,1,1,1,1,1,1,tried smoking,drink a lot,1,1,1,1,4,3,1,4,2,1,1,5,1,5,1,3,1,5,1,1,2,1,3,5,1,5,1,2,2,4,1,1,i am often running late,everytime it suits me,3,5,3,4,1,1,3,3,5,3,1,1,1,1,5,5,3,3,1,3,2,1,1,few hours a day,3,1,4,3,2,2,1,19,178,71,1,male,right handed,secondary school,yes,city,block of flats
617,5,3,3,2,4,5,5,3,4,1,1,1,2,2,1,1,5,1,5,4,2,2,4,4,2,4,2,2,4,1,1,3,5,5,1,1,3,1,5,1,1,5,3,5,1,5,5,5,3,3,1,1,1,1,5,1,1,4,4,5,5,5,1,3,1,1,4,1,1,3,2,3,1,current smoker,drink a lot,3,5,5,5,5,5,5,4,4,4,3,3,3,3,4,5,5,5,5,5,3,5,5,5,3,3,3,5,5,4,3,5,i am often running late,everytime it suits me,2,5,3,5,3,4,3,3,1,4,5,5,3,3,5,4,3,3,3,5,3,5,5,most of the day,3,3,5,5,3,3,3,19,160,55,1,female,right handed,secondary school,no,city,block of flats
618,5,5,5,4,2,5,5,5,5,1,1,5,5,5,1,3,5,1,5,5,5,5,5,3,5,1,3,5,5,1,5,5,1,5,1,1,5,5,4,2,2,5,5,5,2,2,5,2,2,5,1,5,1,5,1,1,4,3,3,5,5,5,1,1,1,1,1,3,1,1,1,1,3,current smoker,social drinker,1,5,3,2,4,5,1,3,4,5,3,4,4,3,1,3,5,3,1,3,1,4,5,5,5,3,3,3,3,3,4,3,i am often early,everytime it suits me,1,4,3,5,1,3,1,1,5,1,5,3,5,3,4,4,3,3,1,3,3,4,2,most of the day,3,3,3,5,5,5,3,23,173,65,0,female,right handed,college/bachelor degree,yes,city,block of flats
619,5,1,3,3,1,5,4,3,3,2,2,3,2,3,3,2,3,2,5,5,2,4,4,2,2,5,3,3,5,2,4,3,2,2,5,5,5,4,2,3,2,1,5,4,2,3,4,1,1,2,1,1,1,2,1,1,1,1,5,1,5,3,1,1,1,2,2,3,5,2,4,3,1,tried smoking,social drinker,1,3,3,5,5,4,1,4,3,1,3,3,2,3,4,1,3,4,1,3,2,3,5,4,2,3,5,2,1,3,1,4,i am often running late,sometimes,3,3,3,4,3,3,2,3,5,3,5,1,3,1,4,4,3,4,3,3,1,3,1,few hours a day,2,2,4,3,2,4,5,27,175,83,4,male,right handed,secondary school,no,city,block of flats
620,5,3,2,1,1,5,2,4,4,1,3,4,1,1,3,3,2,2,1,5,2,2,4,1,2,4,1,1,4,2,3,4,3,3,1,1,4,2,1,1,1,5,5,5,1,1,4,3,1,2,1,1,4,3,3,1,1,1,4,3,5,4,2,1,1,1,1,3,3,1,2,2,4,former smoker,drink a lot,2,3,2,1,2,2,1,4,4,5,3,4,5,4,2,5,4,5,1,2,2,2,3,3,4,5,3,5,2,3,1,3,i am often running late,only to avoid hurting someone,1,4,2,4,5,4,2,3,5,5,5,2,4,1,3,5,5,4,1,5,4,2,1,most of the day,1,2,3,5,3,5,2,20,183,75,2,male,right handed,secondary school,no,city,block of flats
621,4,1,4,1,2,2,2,1,3,4,1,1,1,1,2,5,2,5,1,5,4,3,5,4,5,1,2,4,4,1,2,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,3,2,3,4,1,1,3,5,1,2,5,4,5,tried smoking,social drinker,4,3,3,3,1,4,3,5,4,1,1,1,1,5,1,5,3,3,1,5,3,1,5,5,5,5,2,5,3,3,2,3,i am often early,sometimes,3,3,4,4,5,3,3,4,1,4,3,5,1,3,3,3,1,4,1,2,1,4,1,most of the day,3,1,5,5,3,5,5,20,183,65,3,female,left handed,secondary school,no,city,block of flats
622,5,3,5,4,4,5,5,5,4,2,4,3,4,4,5,3,3,4,3,5,1,2,5,5,5,4,5,5,3,3,5,2,3,3,1,1,5,3,4,1,1,4,3,5,1,4,2,3,1,3,3,2,1,5,5,1,1,3,2,4,5,4,5,5,2,3,2,2,4,1,4,1,1,former smoker,drink a lot,3,5,3,5,4,5,3,4,4,1,3,4,3,2,4,5,5,5,1,5,1,5,5,4,2,5,3,3,1,4,3,5,i am often running late,only to avoid hurting someone,5,4,3,4,3,2,4,4,5,2,2,1,5,3,4,3,3,4,2,4,5,4,3,few hours a day,3,4,3,5,3,2,4,18,161,74,1,female,right handed,primary school,no,city,block of flats
623,5,4,2,3,3,1,1,1,2,2,3,5,4,3,2,1,1,1,1,5,4,3,5,1,3,4,5,5,4,2,4,5,2,1,1,1,4,3,3,2,2,1,2,1,1,2,3,2,1,5,1,1,1,3,1,3,2,2,3,1,5,3,3,1,1,2,4,1,5,2,2,4,2,former smoker,drink a lot,3,2,1,4,2,3,4,5,4,2,5,5,2,4,4,5,4,5,1,4,2,4,4,4,4,4,4,3,5,3,2,4,i am often running late,sometimes,1,2,4,3,2,4,3,4,3,4,4,2,3,3,4,3,3,4,3,4,4,3,2,few hours a day,1,1,1,5,2,2,3,21,175,70,3,male,right handed,secondary school,no,city,block of flats
624,5,2,3,1,2,1,2,5,5,2,1,4,2,2,4,1,2,1,1,5,4,3,5,5,3,1,4,4,3,1,3,3,5,1,1,1,3,1,4,4,2,2,1,5,3,2,1,3,1,2,5,2,4,3,5,1,3,5,1,3,5,5,2,3,1,4,1,5,2,1,2,1,4,tried smoking,social drinker,4,2,1,5,5,4,1,4,3,1,3,2,2,1,4,3,5,4,5,3,1,3,3,3,2,2,3,1,3,3,2,2,i am always on time,everytime it suits me,4,2,4,3,3,4,2,3,4,4,4,4,3,3,4,3,1,4,3,4,4,2,5,few hours a day,1,5,4,2,5,2,5,21,173,62,1,female,right handed,secondary school,no,city,block of flats
625,5,4,5,3,2,3,3,5,2,1,3,4,1,2,4,3,5,2,1,5,2,3,5,5,3,1,5,5,3,1,4,2,3,3,3,1,5,4,2,1,1,1,4,5,2,2,2,1,4,2,5,5,1,5,5,2,3,4,3,2,5,2,5,1,3,3,3,5,5,5,1,4,1,tried smoking,social drinker,5,4,3,3,2,2,3,4,4,2,4,3,2,1,2,5,4,4,4,3,1,3,4,5,1,5,3,5,5,3,1,4,i am often early,sometimes,2,5,4,5,5,3,1,5,4,4,5,1,4,4,3,5,1,3,3,4,5,3,3,few hours a day,4,3,4,3,3,4,4,19,163,50,1,female,right handed,secondary school,yes,city,block of flats
626,5,3,4,2,2,1,1,3,3,2,1,4,4,4,2,2,3,4,2,5,4,4,4,4,2,5,5,5,3,1,2,2,4,2,2,2,4,4,4,4,2,3,3,3,2,2,4,2,2,4,2,2,1,4,3,4,4,4,2,2,4,4,4,3,4,4,5,2,2,4,3,2,3,current smoker,never,3,3,2,3,3,3,4,3,4,4,4,3,2,3,3,3,2,4,1,1,1,5,5,4,3,4,4,5,3,3,1,3,i am often early,sometimes,3,3,3,4,3,3,3,5,3,3,3,3,4,4,3,3,3,3,1,5,3,3,2,less than an hour a day,4,3,3,3,3,3,3,22,162,60,0,female,right handed,secondary school,no,village,block of flats
627,5,5,4,4,3,1,4,2,1,1,1,1,2,3,3,4,3,2,1,5,3,2,5,5,2,1,4,4,1,3,2,3,3,3,3,1,5,4,3,4,4,2,3,3,3,2,1,2,2,4,2,3,1,2,3,2,4,4,2,2,5,2,1,4,4,3,3,3,4,4,5,5,5,tried smoking,social drinker,3,3,3,1,2,1,1,4,5,5,5,3,1,1,5,1,1,5,1,5,1,1,1,1,3,5,5,5,5,3,1,5,i am always on time,sometimes,1,1,5,5,1,5,1,5,5,5,5,5,5,5,3,1,1,3,5,5,1,3,5,less than an hour a day,5,5,5,1,1,1,1,20,170,60,1,female,right handed,college/bachelor degree,no,city,block of flats
628,4,4,3,1,1,2,2,3,5,5,5,4,4,3,3,3,3,2,1,5,3,4,4,2,5,4,4,5,5,5,5,2,4,2,4,4,4,4,3,3,3,1,2,3,2,2,3,1,1,1,1,3,1,5,5,1,1,2,4,1,4,5,4,1,1,1,1,1,1,1,3,1,4,tried smoking,social drinker,3,3,1,2,1,2,2,4,3,4,4,4,2,2,2,4,5,4,3,4,3,2,4,4,4,5,4,2,2,3,2,2,i am always on time,sometimes,2,4,3,3,4,4,2,3,3,2,3,5,4,2,3,2,4,3,2,5,3,4,2,few hours a day,3,4,3,4,2,4,3,19,172,68,0,male,right handed,secondary school,yes,city,block of flats
